template_id,version,status,name_tr,goal,level,split,days_per_week,duration_weeks,session_minutes_min,session_minutes_target,session_minutes_max,equipment_profile,progression_rule_id,compatible_focus_muscles,max_extra_sets_per_focus_muscle_week,max_focus_muscles,description_tr,source_basis,modality,library_tier
forge_powerbuilding_advanced_3d_gym_full_body_v01,1,active,Advanced Powerbuilding 3 Gün,powerbuilding,advanced,full_body,3,10,45,55,65,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_4d_gym_powerbuilding_v02,1,active,Intermediate Powerbuilding 4 Gün,powerbuilding,intermediate,powerbuilding,4,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_5d_gym_powerbuilding_v03,1,active,Intermediate Powerbuilding 5 Gün,powerbuilding,intermediate,powerbuilding,5,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_advanced_3d_gym_full_body_v04,1,active,Advanced Powerbuilding 3 Gün,powerbuilding,advanced,full_body,3,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_4d_gym_powerbuilding_v05,1,active,Intermediate Powerbuilding 4 Gün,powerbuilding,intermediate,powerbuilding,4,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_5d_gym_powerbuilding_v06,1,active,Intermediate Powerbuilding 5 Gün,powerbuilding,intermediate,powerbuilding,5,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_advanced_3d_gym_full_body_v07,1,active,Advanced Powerbuilding 3 Gün,powerbuilding,advanced,full_body,3,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_4d_gym_powerbuilding_v08,1,active,Intermediate Powerbuilding 4 Gün,powerbuilding,intermediate,powerbuilding,4,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_5d_gym_powerbuilding_v09,1,active,Intermediate Powerbuilding 5 Gün,powerbuilding,intermediate,powerbuilding,5,10,45,55,65,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_advanced_3d_gym_full_body_v10,1,active,Advanced Powerbuilding 3 Gün,powerbuilding,advanced,full_body,3,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_4d_gym_powerbuilding_v11,1,active,Intermediate Powerbuilding 4 Gün,powerbuilding,intermediate,powerbuilding,4,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_5d_gym_powerbuilding_v12,1,active,Intermediate Powerbuilding 5 Gün,powerbuilding,intermediate,powerbuilding,5,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_advanced_3d_gym_full_body_v13,1,active,Advanced Powerbuilding 3 Gün,powerbuilding,advanced,full_body,3,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_4d_gym_powerbuilding_v14,1,active,Intermediate Powerbuilding 4 Gün,powerbuilding,intermediate,powerbuilding,4,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_5d_gym_powerbuilding_v15,1,active,Intermediate Powerbuilding 5 Gün,powerbuilding,intermediate,powerbuilding,5,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_advanced_3d_gym_full_body_v16,1,active,Advanced Powerbuilding 3 Gün,powerbuilding,advanced,full_body,3,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_4d_gym_powerbuilding_v17,1,active,Intermediate Powerbuilding 4 Gün,powerbuilding,intermediate,powerbuilding,4,10,45,55,65,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_5d_gym_powerbuilding_v18,1,active,Intermediate Powerbuilding 5 Gün,powerbuilding,intermediate,powerbuilding,5,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_advanced_3d_gym_full_body_v19,1,active,Advanced Powerbuilding 3 Gün,powerbuilding,advanced,full_body,3,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_4d_gym_powerbuilding_v20,1,active,Intermediate Powerbuilding 4 Gün,powerbuilding,intermediate,powerbuilding,4,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_5d_gym_powerbuilding_v21,1,active,Intermediate Powerbuilding 5 Gün,powerbuilding,intermediate,powerbuilding,5,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_advanced_3d_gym_full_body_v22,1,active,Advanced Powerbuilding 3 Gün,powerbuilding,advanced,full_body,3,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_4d_gym_powerbuilding_v23,1,active,Intermediate Powerbuilding 4 Gün,powerbuilding,intermediate,powerbuilding,4,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_5d_gym_powerbuilding_v24,1,active,Intermediate Powerbuilding 5 Gün,powerbuilding,intermediate,powerbuilding,5,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_advanced_3d_gym_full_body_v25,1,active,Advanced Powerbuilding 3 Gün,powerbuilding,advanced,full_body,3,10,45,55,65,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_4d_gym_powerbuilding_v26,1,active,Intermediate Powerbuilding 4 Gün,powerbuilding,intermediate,powerbuilding,4,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_5d_gym_powerbuilding_v27,1,active,Intermediate Powerbuilding 5 Gün,powerbuilding,intermediate,powerbuilding,5,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_advanced_3d_gym_full_body_v28,1,active,Advanced Powerbuilding 3 Gün,powerbuilding,advanced,full_body,3,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_4d_gym_powerbuilding_v29,1,active,Intermediate Powerbuilding 4 Gün,powerbuilding,intermediate,powerbuilding,4,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_5d_gym_powerbuilding_v30,1,active,Intermediate Powerbuilding 5 Gün,powerbuilding,intermediate,powerbuilding,5,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_advanced_3d_gym_full_body_v31,1,active,Advanced Powerbuilding 3 Gün,powerbuilding,advanced,full_body,3,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_4d_gym_powerbuilding_v32,1,active,Intermediate Powerbuilding 4 Gün,powerbuilding,intermediate,powerbuilding,4,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_5d_gym_powerbuilding_v33,1,active,Intermediate Powerbuilding 5 Gün,powerbuilding,intermediate,powerbuilding,5,10,45,55,65,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_advanced_3d_gym_full_body_v34,1,active,Advanced Powerbuilding 3 Gün,powerbuilding,advanced,full_body,3,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_4d_gym_powerbuilding_v35,1,active,Intermediate Powerbuilding 4 Gün,powerbuilding,intermediate,powerbuilding,4,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_5d_gym_powerbuilding_v36,1,active,Intermediate Powerbuilding 5 Gün,powerbuilding,intermediate,powerbuilding,5,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_advanced_3d_gym_full_body_v37,1,active,Advanced Powerbuilding 3 Gün,powerbuilding,advanced,full_body,3,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_4d_gym_powerbuilding_v38,1,active,Intermediate Powerbuilding 4 Gün,powerbuilding,intermediate,powerbuilding,4,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_intermediate_5d_gym_powerbuilding_v39,1,active,Intermediate Powerbuilding 5 Gün,powerbuilding,intermediate,powerbuilding,5,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_powerbuilding_advanced_3d_gym_full_body_v40,1,active,Advanced Powerbuilding 3 Gün,powerbuilding,advanced,full_body,3,10,60,75,95,full_gym,top_set_backoff,"chest,upper_chest,lats,upper_back,side_delts,quads,hamstrings,glutes",4,2,"Ana liftlerde güç, aksesuar bölümünde hipertrofi odaklı hibrit program.",FORGE Programming Bible + deterministic archetype expansion v2,powerbuilding,reviewed_generated
forge_general_beginner_2d_gym_full_body_v01,1,active,Beginner Genel Fitness 2 Gün,general_fitness,beginner,full_body,2,8,25,35,45,full_gym,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",2,1,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_intermediate_3d_db_full_body_v02,1,active,Intermediate Genel Fitness 3 Gün,general_fitness,intermediate,full_body,3,8,35,50,65,dumbbell_only,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",4,2,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_beginner_4d_db_upper_lower_v03,1,active,Beginner Genel Fitness 4 Gün,general_fitness,beginner,upper_lower,4,8,35,50,65,dumbbell_only,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",2,1,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_intermediate_2d_gym_full_body_v04,1,active,Intermediate Genel Fitness 2 Gün,general_fitness,intermediate,full_body,2,8,35,50,65,full_gym,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",4,2,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_beginner_3d_gym_full_body_v05,1,active,Beginner Genel Fitness 3 Gün,general_fitness,beginner,full_body,3,8,25,35,45,full_gym,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",2,1,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_intermediate_4d_gym_upper_lower_v06,1,active,Intermediate Genel Fitness 4 Gün,general_fitness,intermediate,upper_lower,4,8,35,50,65,full_gym,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",4,2,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_beginner_2d_db_full_body_v07,1,active,Beginner Genel Fitness 2 Gün,general_fitness,beginner,full_body,2,8,35,50,65,dumbbell_only,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",2,1,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_intermediate_3d_db_full_body_v08,1,active,Intermediate Genel Fitness 3 Gün,general_fitness,intermediate,full_body,3,8,35,50,65,dumbbell_only,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",4,2,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_beginner_4d_gym_upper_lower_v09,1,active,Beginner Genel Fitness 4 Gün,general_fitness,beginner,upper_lower,4,8,25,35,45,full_gym,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",2,1,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_intermediate_2d_gym_full_body_v10,1,active,Intermediate Genel Fitness 2 Gün,general_fitness,intermediate,full_body,2,8,35,50,65,full_gym,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",4,2,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_beginner_3d_gym_full_body_v11,1,active,Beginner Genel Fitness 3 Gün,general_fitness,beginner,full_body,3,8,35,50,65,full_gym,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",2,1,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_intermediate_4d_db_upper_lower_v12,1,active,Intermediate Genel Fitness 4 Gün,general_fitness,intermediate,upper_lower,4,8,35,50,65,dumbbell_only,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",4,2,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_beginner_2d_db_full_body_v13,1,active,Beginner Genel Fitness 2 Gün,general_fitness,beginner,full_body,2,8,25,35,45,dumbbell_only,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",2,1,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_intermediate_3d_gym_full_body_v14,1,active,Intermediate Genel Fitness 3 Gün,general_fitness,intermediate,full_body,3,8,35,50,65,full_gym,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",4,2,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_beginner_4d_gym_upper_lower_v15,1,active,Beginner Genel Fitness 4 Gün,general_fitness,beginner,upper_lower,4,8,35,50,65,full_gym,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",2,1,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_intermediate_2d_gym_full_body_v16,1,active,Intermediate Genel Fitness 2 Gün,general_fitness,intermediate,full_body,2,8,35,50,65,full_gym,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",4,2,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_beginner_3d_db_full_body_v17,1,active,Beginner Genel Fitness 3 Gün,general_fitness,beginner,full_body,3,8,25,35,45,dumbbell_only,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",2,1,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_intermediate_4d_db_upper_lower_v18,1,active,Intermediate Genel Fitness 4 Gün,general_fitness,intermediate,upper_lower,4,8,35,50,65,dumbbell_only,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",4,2,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_beginner_2d_gym_full_body_v19,1,active,Beginner Genel Fitness 2 Gün,general_fitness,beginner,full_body,2,8,35,50,65,full_gym,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",2,1,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_intermediate_3d_gym_full_body_v20,1,active,Intermediate Genel Fitness 3 Gün,general_fitness,intermediate,full_body,3,8,35,50,65,full_gym,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",4,2,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_beginner_4d_gym_upper_lower_v21,1,active,Beginner Genel Fitness 4 Gün,general_fitness,beginner,upper_lower,4,8,25,35,45,full_gym,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",2,1,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_intermediate_2d_db_full_body_v22,1,active,Intermediate Genel Fitness 2 Gün,general_fitness,intermediate,full_body,2,8,35,50,65,dumbbell_only,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",4,2,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_beginner_3d_db_full_body_v23,1,active,Beginner Genel Fitness 3 Gün,general_fitness,beginner,full_body,3,8,35,50,65,dumbbell_only,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",2,1,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_intermediate_4d_gym_upper_lower_v24,1,active,Intermediate Genel Fitness 4 Gün,general_fitness,intermediate,upper_lower,4,8,35,50,65,full_gym,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",4,2,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_beginner_2d_gym_full_body_v25,1,active,Beginner Genel Fitness 2 Gün,general_fitness,beginner,full_body,2,8,25,35,45,full_gym,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",2,1,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_intermediate_3d_gym_full_body_v26,1,active,Intermediate Genel Fitness 3 Gün,general_fitness,intermediate,full_body,3,8,35,50,65,full_gym,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",4,2,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_beginner_4d_db_upper_lower_v27,1,active,Beginner Genel Fitness 4 Gün,general_fitness,beginner,upper_lower,4,8,35,50,65,dumbbell_only,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",2,1,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
forge_general_intermediate_2d_db_full_body_v28,1,active,Intermediate Genel Fitness 2 Gün,general_fitness,intermediate,full_body,2,8,35,50,65,dumbbell_only,linear_beginner,"chest,lats,upper_back,quads,hamstrings,glutes,core",4,2,"Kuvvet, hareket kalitesi ve kondisyonu dengeli geliştiren program.",FORGE Programming Bible + deterministic archetype expansion v2,general_fitness,reviewed_generated
